id;source;display_name;extras_fim_vigencia;extras_fim_implantacao;extras_inicio_vigencia;extras_laboratorio;extras_apresentacao
"90608259";"tuss-20";"IMIPRA";"-";"2025-10-31";"2025-08-01";"CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.";"25 MG COM REV CT BL AL PLAS PVDC TRANS X 90"
"90621301";"tuss-20";"VILDAGLIPTINA + CLORIDRATO DE METFORMINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"(50 + 500) MG COM REV CT BL AL AL X 30"
"90608240";"tuss-20";"IMIPRA";"-";"2025-10-31";"2025-08-01";"CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.";"25 MG COM REV CT BL AL PLAS PVDC TRANS X 60"
"90621298";"tuss-20";"VILDAGLIPTINA + CLORIDRATO DE METFORMINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"(50 + 500) MG COM REV CT BL AL AL X 28"
"90608232";"tuss-20";"CLORIDRATO DE ESCETAMINA";"-";"2025-10-31";"2025-08-01";"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A";"50 MG/ML SOL INJ IM/IV CX 25 FA VD AMB X 10 ML"
"90621280";"tuss-20";"VILDAGLIPTINA + CLORIDRATO DE METFORMINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"(50 + 500) MG COM REV CT BL AL AL X 14"
"90608224";"tuss-20";"AMPLICTIL";"-";"2025-10-31";"2025-08-01";"BLANVER FARMOQUIMICA E FARMACEUTICA S.A.";"40,00 MG/ML SOL OR CT FR VD CGT X 20 ML"
"90621271";"tuss-20";"VILDAGLIPTINA + CLORIDRATO DE METFORMINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"(50 + 500) MG COM REV CT BL AL AL X 10"
"90608216";"tuss-20";"AMPLICTIL";"-";"2025-10-31";"2025-08-01";"BLANVER FARMOQUIMICA E FARMACEUTICA S.A.";"100 MG COM REV CT BL AL PLAS OPC X 20"
"90621263";"tuss-20";"VILDAGLIPTINA + CLORIDRATO DE METFORMINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"(50 + 500) MG COM REV CT BL AL AL X 7"
"90608208";"tuss-20";"AMPLICTIL";"-";"2025-10-31";"2025-08-01";"BLANVER FARMOQUIMICA E FARMACEUTICA S.A.";"25 MG COM REV CT BL AL PLAS OPC X 20"
"90621255";"tuss-20";"LUNIERA";"-";"2026-04-30";"2026-02-01";"BIOTEC BIOLOGICA INDÚSTRIA FARMACÊUTICA LTDA.";"50 MG COM CT BL AL AL X 56"
"90608194";"tuss-20";"CIFLOXATIL";"-";"2025-10-31";"2025-08-01";"GALLIA INDUSTRIA FARMACEUTICA LTDA";"500 MG COM REV CT BL AL PLAS TRANS X 14"
"90621247";"tuss-20";"LUNIERA";"-";"2026-04-30";"2026-02-01";"BIOTEC BIOLOGICA INDÚSTRIA FARMACÊUTICA LTDA.";"50 MG COM CT BL AL AL X 28"
"90608186";"tuss-20";"CLORIDRATO DE ONDANSETRONA";"-";"2025-10-31";"2025-08-01";"INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA";"8 MG COM REV CT BL AL/AL X 10 "
"90621239";"tuss-20";"LUNIERA";"-";"2026-04-30";"2026-02-01";"BIOTEC BIOLOGICA INDÚSTRIA FARMACÊUTICA LTDA.";"50 MG COM CT BL AL AL X 14"
"90608178";"tuss-20";"AZENPI";"-";"2025-10-31";"2025-08-01";"PHARLAB INDÚSTRIA FARMACÊUTICA S.A.";"2 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 60"
"90621220";"tuss-20";"VILDAGLIPTINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"50 MG COM CT BL AL AL DESSEC X 60"
"90621212";"tuss-20";"VILDAGLIPTINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"50 MG COM CT BL AL AL DESSEC X 30"
"90608160";"tuss-20";"AZENPI";"-";"2025-10-31";"2025-08-01";"PHARLAB INDÚSTRIA FARMACÊUTICA S.A.";"2 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 30"
"90621204";"tuss-20";"VILDAGLIPTINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"50 MG COM CT BL AL AL DESSEC X 20"
"90608151";"tuss-20";"CLINBACTER";"-";"2025-10-31";"2025-08-01";"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A";"500 MG PO LIOF SOL INFUS IV CT FA VD TRANS"
"90621190";"tuss-20";"VILDAGLIPTINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"50 MG COM CT BL AL AL DESSEC X 10"
"90621182";"tuss-20";"VILDAGLIPTINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"50 MG COM CT BL AL AL X 60"
"90608143";"tuss-20";"CITRATO DE SILDENAFILA";"-";"2025-10-31";"2025-08-01";"EMS S/A";"25 MG COM REV CT BL AL PLAS OPC X 8"
"90621174";"tuss-20";"VILDAGLIPTINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"50 MG COM CT BL AL AL X 30"
"90608135";"tuss-20";"VACINA INFLUENZA TRIVALENTE ( FRAGMENTADA E INATIVADA )";"-";"2025-10-31";"2025-08-01";"INSTITUTO BUTANTAN";"SUS INJ IM SC CT 20 FA VD INC X 5 ML"
"90621166";"tuss-20";"VILDAGLIPTINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"50 MG COM CT BL AL AL X 20"
"90608127";"tuss-20";"TEARFILM";"-";"2025-10-31";"2025-08-01";"GEOLAB INDÚSTRIA FARMACÊUTICA S/A";"5 MG/ML SOL OFT CT FR GOT PLAS PE OPC X 5 ML"
"90621158";"tuss-20";"VILDAGLIPTINA";"-";"2026-04-30";"2026-02-01";"TORRENT DO BRASIL LTDA";"50 MG COM CT BL AL AL X 10"
"90608119";"tuss-20";"TEARFILM";"-";"2025-10-31";"2025-08-01";"GEOLAB INDÚSTRIA FARMACÊUTICA S/A";"5 MG/ML SOL OFT CT FR GOT PLAS PE OPC X 15 ML"
"90621140";"tuss-20";"BUTANTAN-DV";"-";"2026-04-30";"2026-02-01";"INSTITUTO BUTANTAN";"(4 X 10E 2,5 - 4,1 UFP) PO LIOF SOL INJ SC CT 20 FA VD TRANS X 1 DOSE + DIL 20 FA VD TRANS X 6,5 ML"
"90608100";"tuss-20";"TEARFILM";"-";"2025-10-31";"2025-08-01";"GEOLAB INDÚSTRIA FARMACÊUTICA S/A";"5 MG/ML SOL OFT CT FR GOT PLAS PE OPC X 10 ML"
"90621131";"tuss-20";"COMIRNATY";"-";"2026-04-30";"2026-02-01";"PFIZER BRASIL LTDA";"30 MCG/DOSE SUS INJ CT 10 SER PREENC X 0,418 ML"
"90608097";"tuss-20";"CARFILZOMIBE";"-";"2025-10-31";"2025-08-01";"NATCOFARMA DO BRASIL LTDA";"60 MG PO LIOF SOL INFUS IV CT FA VD TRANS"
"90621123";"tuss-20";"ACSISA";"-";"2026-04-30";"2026-02-01";"PRATI DONADUZZI & CIA LTDA";"1 MG/G POM BUC CT BG AL X 10 G "
"90608089";"tuss-20";"CALCIOFAR PLUS";"-";"2025-10-31";"2025-08-01";"BELFAR LTDA";"1250 MG COM CT 60 FR PL AS OPC X 120"
"90621115";"tuss-20";"BISINTEX";"-";"2026-04-30";"2026-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"440 MG PO LIOF SOL INJ IV CT FA VD TRANS"
"90608070";"tuss-20";"CALCIOFAR PLUS";"-";"2025-10-31";"2025-08-01";"BELFAR LTDA";"1250 MG COM CT 60 FR PL AS OPC X 90"
"90621107";"tuss-20";"BISINTEX";"-";"2026-04-30";"2026-02-01";"ABBOTT LABORATORIOS DO BRASIL LTDA";"150 MG PO LIOF SOL INJ IV CT FA VD TRANS"
"90608062";"tuss-20";"CALCIOFAR PLUS";"-";"2025-10-31";"2025-08-01";"BELFAR LTDA";"1250 MG COM CT 60 FR PL AS OPC X 60"
"90621093";"tuss-20";"METALYSE";"-";"2026-04-30";"2026-02-01";"BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.";"25 MG PÓ LIOF INJ CT FA"
"90608054";"tuss-20";"CALCIOFAR PLUS";"-";"2025-10-31";"2025-08-01";"BELFAR LTDA";"1250 MG COM CT FR PL AS OPC X 120"
"90621085";"tuss-20";"SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA";"-";"2026-04-30";"2026-02-01";"BELFAR LTDA";"(5 MG + 250 UI)/G POM DERM CT 50 BG AL X 10 G"
"90621077";"tuss-20";"SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA";"-";"2026-04-30";"2026-02-01";"BELFAR LTDA";"(5 MG + 250 UI)/G POM DERM CT 50 BG AL X 15 G"
"90621069";"tuss-20";"SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA";"-";"2026-04-30";"2026-02-01";"BELFAR LTDA";"(5 MG + 250 UI)/G POM DERM CT BG AL X 10 G"
"90608046";"tuss-20";"CALCIOFAR PLUS";"-";"2025-10-31";"2025-08-01";"BELFAR LTDA";"1250 MG COM CT FR PL AS OPC X 90"
"90621050";"tuss-20";"SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA";"-";"2026-04-30";"2026-02-01";"BELFAR LTDA";"(5 MG + 250 UI)/G POM DERM CT BG AL X 15 G"
"90608038";"tuss-20";"CALCIOFAR PLUS";"-";"2025-10-31";"2025-08-01";"BELFAR LTDA";"1250 MG COM CT FR PL AS OPC X 60"
"90621042";"tuss-20";"ATGAM";"-";"2026-04-30";"2026-02-01";"PFIZER BRASIL LTDA";"50 MG/ML SOL DIL INFUS CT 5 AMP VD TRANS X 5 ML"
"90608020";"tuss-20";"CABERGOLINA";"-";"2025-10-31";"2025-08-01";"EMS S/A";"0,5 MG COM CT FR VD AMB X 2"
"90621034";"tuss-20";"SINVASMAX";"-";"2026-04-30";"2026-02-01";"LABORATORIO GLOBO SA";"10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30"
"90608011";"tuss-20";"BUPRENORFINA";"-";"2025-10-31";"2025-08-01";"ADIUM S.A.";"20 MCG/H ADES TRANSD CT 4 ENV PET P/AL/POLIOF"
"90621026";"tuss-20";"NEPARVIS";"-";"2026-04-30";"2026-02-01";"NOVARTIS BIOCIENCIAS S.A";"100 MG COM REV CT BL AL AL X 60"
"90621018";"tuss-20";"NEPARVIS";"-";"2026-04-30";"2026-02-01";"NOVARTIS BIOCIENCIAS S.A";"100 MG COM REV CT BL AL AL X 28"
"90608003";"tuss-20";"BUPRENORFINA";"-";"2025-10-31";"2025-08-01";"ADIUM S.A.";"20 MCG/H ADES TRANSD CT 2 ENV PET P/AL/POLIOF"
"90621000";"tuss-20";"NEPARVIS";"-";"2026-04-30";"2026-02-01";"NOVARTIS BIOCIENCIAS S.A";"200 MG COM REV CT BL AL AL X 60"
"90620992";"tuss-20";"NEPARVIS";"-";"2026-04-30";"2026-02-01";"NOVARTIS BIOCIENCIAS S.A";"200 MG COM REV CT BL AL AL X 28"
"90607996";"tuss-20";"BUPRENORFINA";"-";"2025-10-31";"2025-08-01";"ADIUM S.A.";"10 MCG/H ADES TRANSD CT 4 ENV PET P/AL/POLIOF"
"90620984";"tuss-20";"NEPARVIS";"-";"2026-04-30";"2026-02-01";"NOVARTIS BIOCIENCIAS S.A";"50 MG COM REV CT BL AL AL X 28"
"90620976";"tuss-20";"ROSUVASTATINA CALCICA";"-";"2026-04-30";"2026-02-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"40 MG COM REV CT BL AL AL X 30"
"90607988";"tuss-20";"BUPRENORFINA";"-";"2025-10-31";"2025-08-01";"ADIUM S.A.";"10 MCG/H ADES TRANSD CT 2 ENV PET P/AL/POLIOF"
"90620968";"tuss-20";"ROSUVASTATINA CÁLCICA";"-";"2026-04-30";"2026-02-01";"GERMED FARMACEUTICA LTDA";"10 MG COM REV CT BL AL AL X 60"
"90607970";"tuss-20";"BUPRENORFINA";"-";"2025-10-31";"2025-08-01";"ADIUM S.A.";"5 MCG/H ADES TRANSD CT 4 ENV PET P/AL/POLIOF"
"90620950";"tuss-20";"OPTINÓVIS";"-";"2026-04-30";"2026-02-01";"BIONOVIS S.A. - COMPANHIA BRASILEIRA DE BIOTECNOLOGIA FARMACEUTICA";"10 MG/ML SOL INJ CT 1 FA VD TRANS X 0,23 ML + AGU C/ FILTRO + AGULHA"
"90607961";"tuss-20";"BUPRENORFINA";"-";"2025-10-31";"2025-08-01";"ADIUM S.A.";"5 MCG/H ADES TRANSD CT 2 ENV PET P/AL/POLIOF"
"90620941";"tuss-20";"OPTINÓVIS";"-";"2026-04-30";"2026-02-01";"BIONOVIS S.A. - COMPANHIA BRASILEIRA DE BIOTECNOLOGIA FARMACEUTICA";"10 MG/ML SOL INJ CT 1 FA VD TRANS X 0,23 ML"
"90607953";"tuss-20";"VORXE";"-";"2025-10-31";"2025-08-01";"SUPERA FARMA LABORATÓRIOS S.A";"20 MG COM REV CT BL AL AL X 30"
"90620933";"tuss-20";"NUFIG MET";"-";"2026-04-30";"2026-02-01";"GEOLAB INDÚSTRIA FARMACÊUTICA S/A";"(127,27 +100,0) MG COM REV CT BL AL PLAS PVDC TRANS X 30"
"90607945";"tuss-20";"VORXE";"-";"2025-10-31";"2025-08-01";"SUPERA FARMA LABORATÓRIOS S.A";"15 MG COM REV CT BL AL AL X 30"
"90620925";"tuss-20";"INFOC";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"75 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 60"
"90607937";"tuss-20";"VORXE";"-";"2025-10-31";"2025-08-01";"SUPERA FARMA LABORATÓRIOS S.A";"5 MG COM REV CT BL AL AL X 60"
"90620917";"tuss-20";"ADAPALENO + PERÓXIDO DE BENZOÍLA";"-";"2026-04-30";"2026-02-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"(1 + 25) MG/G GEL DERM CT BG AL X 30 G"
"90607929";"tuss-20";"VORXE";"-";"2025-10-31";"2025-08-01";"SUPERA FARMA LABORATÓRIOS S.A";"5 MG COM REV CT BL AL AL X 30"
"90620909";"tuss-20";"PANTOPRAZOL SÓDICO SESQUI-HIDRATADO";"-";"2026-04-30";"2026-02-01";"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"40 MG COM REV LIB RETARD CT BL AL AL X 14"
"90607910";"tuss-20";"VORXE";"-";"2025-10-31";"2025-08-01";"SUPERA FARMA LABORATÓRIOS S.A";"5 MG COM REV CT BL AL AL X 10"
"90620895";"tuss-20";"PANTOPRAZOL MAGNÉSICO DIIDRATADO";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"40 MG COM REV LIB RETARD CT BL AL AL X 60"
"90607902";"tuss-20";"EPOCLER";"-";"2025-10-31";"2025-08-01";"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"(50 + 53 + 40) MG/ML SOL OR CT FR PLAS PET AMB X 100 ML + COP SABOR ABACAXI"
"90620887";"tuss-20";"OXALATO DE ESCITALOPRAM";"-";"2026-04-30";"2026-02-01";"GERMED FARMACEUTICA LTDA";"15 MG COM REV CT BL AL PLAS OPC X 60"
"90607899";"tuss-20";"BENZOATO DE ALOGLIPTINA";"-";"2025-10-31";"2025-08-01";"ALTHAIA S.A INDÚSTRIA FARMACÊUTICA";"25 MG COM REV CT BL AL AL X 90"
"90607880";"tuss-20";"BENZOATO DE ALOGLIPTINA";"-";"2025-10-31";"2025-08-01";"ALTHAIA S.A INDÚSTRIA FARMACÊUTICA";"25 MG COM REV CT BL AL AL X 60"
"90620879";"tuss-20";"XOLAIR";"-";"2026-04-30";"2026-02-01";"NOVARTIS BIOCIENCIAS S.A";"300 MG SOL INJ CT 1 SER PREENC VD TRANS X 2 ML + CANETA APLIC"
"90607872";"tuss-20";"BENZOATO DE ALOGLIPTINA";"-";"2025-10-31";"2025-08-01";"ALTHAIA S.A INDÚSTRIA FARMACÊUTICA";"25 MG COM REV CT BL AL AL X 30"
"90620860";"tuss-20";"IMAAVY";"-";"2026-04-30";"2026-02-01";"JANSSEN-CILAG FARMACEUTICA LTDA";"300 MG SOL DIL INFUS CT FA VD TRANS X 1,62 ML"
"90607864";"tuss-20";"BENZOATO DE ALOGLIPTINA";"-";"2025-10-31";"2025-08-01";"ALTHAIA S.A INDÚSTRIA FARMACÊUTICA";"25 MG COM REV CT BL AL AL X 10"
"90620852";"tuss-20";"IMAAVY";"-";"2026-04-30";"2026-02-01";"JANSSEN-CILAG FARMACEUTICA LTDA";"1200 MG SOL DIL INFUS CT FA VD TRANS X 6,5 ML"
"90607856";"tuss-20";"BENZOATO DE ALOGLIPTINA";"-";"2025-10-31";"2025-08-01";"ALTHAIA S.A INDÚSTRIA FARMACÊUTICA";"12,5 MG COM REV CT BL AL AL X 90"
"90620844";"tuss-20";"NEXFLEN";"-";"2026-04-30";"2026-02-01";"LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA";"550 MG COM REV CT BL AL PLAS PVDC TRANS X 20"
"90607848";"tuss-20";"BENZOATO DE ALOGLIPTINA";"-";"2025-10-31";"2025-08-01";"ALTHAIA S.A INDÚSTRIA FARMACÊUTICA";"12,5 MG COM REV CT BL AL AL X 60"
"90620836";"tuss-20";"NAPROXENO SODICO";"-";"2026-04-30";"2026-02-01";"EUROFARMA LABORATORIOS S.A.";"550 MG COM REV CT BL AL PLAS PVDC/PVC TRANS X 20"
"90607830";"tuss-20";"BENZOATO DE ALOGLIPTINA";"-";"2025-10-31";"2025-08-01";"ALTHAIA S.A INDÚSTRIA FARMACÊUTICA";"12,5 MG COM REV CT BL AL AL X 30"
"90620828";"tuss-20";"NAPROXENO SODICO";"-";"2026-04-30";"2026-02-01";"EUROFARMA LABORATORIOS S.A.";"550 MG COM REV CT BL AL PLAS PVDC/PVC TRANS X 10"
"90607821";"tuss-20";"BENZOATO DE ALOGLIPTINA";"-";"2025-10-31";"2025-08-01";"ALTHAIA S.A INDÚSTRIA FARMACÊUTICA";"12,5 MG COM REV CT BL AL AL X 10"
"90607813";"tuss-20";"BENZILPENICILINA BENZATINA";"-";"2025-10-31";"2025-08-01";"EUROFARMA LABORATORIOS S.A.";"300.000 U/ML SUS INJ IM CT 1 FA VD TRANS X 4 ML"
"90620810";"tuss-20";"ELAHERE";"-";"2026-04-30";"2026-02-01";"ABBVIE FARMACÊUTICA LTDA.";"5 MG/ML SOL INJ DIL CT FA VD TRANS X 20 ML"
"90607805";"tuss-20";"BENZILPENICILINA BENZATINA";"-";"2025-10-31";"2025-08-01";"EUROFARMA LABORATORIOS S.A.";"300.000 U/ML SUS INJ IM CX 10 FA VD TRANS X 4 ML"
"90620801";"tuss-20";"RAZAPINA";"-";"2026-04-30";"2026-02-01";"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA";"15 MG COM ORODISP CT BL AL AL X 10"
"90607791";"tuss-20";"ATENOLOL + CLORTALIDONA";"-";"2025-10-31";"2025-08-01";"GERMED FARMACEUTICA LTDA";"100 MG + 25 MG COM CT BL AL PLAS TRANS X 30"
"90620798";"tuss-20";"MEBENDAZOL";"-";"2026-04-30";"2026-02-01";"BELFAR LTDA";"100 MG COM CT BL AL PLAS AMB X 6"
"90607783";"tuss-20";"ATENOLOL + CLORTALIDONA";"-";"2025-10-31";"2025-08-01";"GERMED FARMACEUTICA LTDA";"50 MG + 12,5 MG COM CT BL AL PLAS TRANS X 30"
"90620780";"tuss-20";"PARAGRIPE";"-";"2026-04-30";"2026-02-01";"NATULAB LABORATORIO S.A";"(400 + 4 + 4) MG CAP DURA CT BL AL PLAS PVC TRANS X 200"
"90607775";"tuss-20";"BESREMI";"-";"2025-10-31";"2025-08-01";"PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA";"500 MCG/ML SOL INJ SC CT 1 SER PREENC VD TRANS X 1,0ML + 1 AGU"
"90620771";"tuss-20";"PARAGRIPE";"-";"2026-04-30";"2026-02-01";"NATULAB LABORATORIO S.A";"(400 + 4 + 4) MG CAP DURA CT BL AL PLAS PVC TRANS X 20"
"90607767";"tuss-20";"BESREMI";"-";"2025-10-31";"2025-08-01";"PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA";"250 MCG/0,5 ML SOL INJ SC CT 1 SER PREENC VD TRANS X O,5ML + 1 AGU"
"90620763";"tuss-20";"ZYNLONTA";"-";"2026-04-30";"2026-02-01";"PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA";"10 MG PO LIOF SOL INJ CT 1 FA VD TRANS"
"90607759";"tuss-20";"EZOPEN";"-";"2025-10-31";"2025-08-01";"LABORATORIO TEUTO BRASILEIRO S/A";"250 MG PO LIOF SOL INJ IV CX 50 FA VD AMB X 20 ML"
"90620755";"tuss-20";"TAMIRAM";"-";"2026-04-30";"2026-02-01";"EUROFARMA LABORATORIOS S.A.";"5 MG/ML SOL INJ IV CX 20 ENVOL BOLS PLAS PP TRANS SIST FECH X 150 ML"
"90607740";"tuss-20";"ANDROCUR";"-";"2025-10-31";"2025-08-01";"LABORATÓRIOS BAGÓ DO BRASIL S/A";"100 MG COM CT BL AL PLAS TRANS X 20"
"90620747";"tuss-20";"PYLORIPAC";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"30 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT BL AL PLAS TRANS X 28 + BL AL PLAS TRANS X 14+14+28"
"90607732";"tuss-20";"ANDROCUR";"-";"2025-10-31";"2025-08-01";"LABORATÓRIOS BAGÓ DO BRASIL S/A";"50 MG COM CT BL AL PLAS TRANS X 20"
"90620739";"tuss-20";"PYLORIPAC";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"30 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT BL AL PLAS TRANS X 28 +28+56"
"90607724";"tuss-20";"PROUR";"-";"2025-08-31";"2025-06-01";"BIOLAB SANUS FARMACEUTICA LTDA";"300 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30"
"90620720";"tuss-20";"PYLORIPAC";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"30 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT BL AL PLAS TRANS X 14+14+28"
"90607716";"tuss-20";"PROUR";"-";"2025-08-31";"2025-06-01";"BIOLAB SANUS FARMACEUTICA LTDA";"300 MG COM CT BL AL PLAS PVC/PVDC TRANS X 20"
"90620712";"tuss-20";"LACOSAMIDA";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"200 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30"
"90607708";"tuss-20";"PROUR";"-";"2025-08-31";"2025-06-01";"BIOLAB SANUS FARMACEUTICA LTDA";"150 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30"
"90620704";"tuss-20";"LACOSAMIDA";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"100 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60"
"90607694";"tuss-20";"PROUR";"-";"2025-08-31";"2025-06-01";"BIOLAB SANUS FARMACEUTICA LTDA";"150 MG COM CT BL AL PLAS PVC/PVDC TRANS X 20"
"90620690";"tuss-20";"LACOSAMIDA";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"100 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30"
"90607686";"tuss-20";"SONRISAL";"-";"2025-08-31";"2025-06-01";"PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA";"(325 + 1644 + 1507,8 + 400) MG COM EFEV CT STR AL PLAS X 60 (SBR LARANJA)"
"90620682";"tuss-20";"LACOSAMIDA";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"50 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60"
"90607678";"tuss-20";"SONRISAL";"-";"2025-08-31";"2025-06-01";"PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA";"(325 + 1644 + 1507,8 + 400) MG COM EFEV CT STR AL PLAS X 10 (SBR LARANJA)"
"90620674";"tuss-20";"LACOSAMIDA";"-";"2026-04-30";"2026-02-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"50 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30"
"90607660";"tuss-20";"VYLOY";"-";"2025-08-31";"2025-06-01";"ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.";"100 MG PO LIOF INJ CT 1 FA VD TRANS X 20 ML"
"90620666";"tuss-20";"TRIKAFTA";"-";"2026-04-30";"2026-02-01";"VERTEX FARMACEUTICA DO BRASIL LTDA.";"(100 + 50 + 75) MG GRAN OR + 75 MG GRAN OR CT ENV AL PLAS BOPET/PE X 28 + 28"
"90607651";"tuss-20";"ZOTY";"-";"2025-08-31";"2025-06-01";"BLAU FARMACEUTICA S.A.";"30 MG/ML SOL INJ IM/IV CX 100 AMP VD AMB X 1 ML"
"90620658";"tuss-20";"TRIKAFTA";"-";"2026-04-30";"2026-02-01";"VERTEX FARMACEUTICA DO BRASIL LTDA.";"(80 + 40 + 60) MG GRAN OR + 59,5 MG GRAN OR CT ENV AL PLAS BOPET/PE X 28 + 28"
"90607643";"tuss-20";"ZOTY";"-";"2025-08-31";"2025-06-01";"BLAU FARMACEUTICA S.A.";"30 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 1 ML"
"90620640";"tuss-20";"TOSSEXPEC";"-";"2026-04-30";"2026-02-01";"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"(0,4 + 20 + 4 + 6) MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP"
"90607635";"tuss-20";"ZOTY";"-";"2025-08-31";"2025-06-01";"BLAU FARMACEUTICA S.A.";"30 MG/ML SOL INJ IM/IV CX 3 AMP VD AMB X 1 ML"
"90620631";"tuss-20";"SEMGLEE";"-";"2026-04-30";"2026-02-01";"BIOCON BIOLOGICS DO BRASIL LTDA";"100 U/ML SOL INJ CT 5 CAR VD TRANS X 3 ML + 5 CAN APLIC"
"90607627";"tuss-20";"SIPUL";"-";"2025-08-31";"2025-06-01";"PRATI DONADUZZI & CIA LTDA";"(400 + 80) MG COM CT BL AL PLAS TRANS X 240"
"90620623";"tuss-20";"SEMGLEE";"-";"2026-04-30";"2026-02-01";"BIOCON BIOLOGICS DO BRASIL LTDA";"100 U/ML SOL INJ CT CAR VD TRANS X 3 ML + 1 CAN APLIC"
"90607619";"tuss-20";"SIPUL";"-";"2025-08-31";"2025-06-01";"PRATI DONADUZZI & CIA LTDA";"(800 + 160) MG COM CT BL AL PLAS TRANS X 320 (EMB FRAC)"
