id;source;display_name;extras_fim_vigencia;extras_fim_implantacao;extras_inicio_vigencia;extras_laboratorio;extras_apresentacao
"90009398";"tuss-20";"LABIRIN";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"24 MG COM CT BL AL PLAS INC X 60"
"90244842";"tuss-20";"BENECTRIN F";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"800 MG + 160 MG COM CT STR X 10"
"90009363";"tuss-20";"LABIRIN";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"16 MG COM CT 2 BL AL PLAS INC X 15"
"90244834";"tuss-20";"ALBENDAZOL";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"40 MG/ML SUS OR CT FR VD AMB X 10 ML + CP MED"
"90009347";"tuss-20";"INIBINA";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"10 MG COM CT BL AL PLAS INC X 20"
"90244826";"tuss-20";"ADAPALENO";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"1 MG/G GEL CT BG AL X 30 G"
"90009282";"tuss-20";"FLANCOX";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"400 MG COM REV CT BL AL PLAS INC X 20"
"90244788";"tuss-20";"LORAZEPAM";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"2 MG COM CT BL AL PLAS OPC X 20"
"90009274";"tuss-20";"FLANCOX";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"400 MG COM REV CT BL AL PLAS INC X 10"
"90244753";"tuss-20";"GLIANSOR";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"4 MG COM CT BL AL PLAS INC X 30"
"90004116";"tuss-20";"FENTIZOL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"0,02 G/G CREM VAG CT BG AL X 40 G + 7 APLIC"
"90239130";"tuss-20";"EFFIENT";"-";"2014-08-31";"2012-10-10";"DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA";"10 MG COM REV CT BL AL/AL X 14"
"90239121";"tuss-20";"EFFIENT";"-";"2014-08-31";"2012-10-10";"DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA";"5 MG COM REV CT BL AL/AL X 14"
"90004108";"tuss-20";"FENTIZOL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"600 MG OVL CT BL AL PLAS INC X 1 + 1 APLIC + 2 DEDEIRAS"
"90239105";"tuss-20";"BENICAR HCT";"-";"2014-08-31";"2012-10-10";"DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA";"20 MG + 12,5 MG COM REV CT BL AL AL X 7"
"90004094";"tuss-20";"FENTIZOL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"600 MG OVL CT BL AL PLAS INC X 1 + 1 APLIC"
"90004086";"tuss-20";"FENTIZOL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"20 MG/ML SOL DERM CT FR PLAS OPC SPR X 30 ML"
"90239091";"tuss-20";"BENICAR HCT";"-";"2014-08-31";"2012-10-10";"DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA";"40 MG + 12,5 MG COM REV CT BL AL AL X 7"
"90004078";"tuss-20";"FENTIZOL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"0,02 G/G CREM DERM CT BG AL X 20G"
"90239075";"tuss-20";"CPHD AC 45";"-";"2014-08-31";"2012-10-10";"SALBEGO LABORATÓRIO FARMACÊUTICO LTDA";"NA 99,65 MEQ/L + CA 3,0 MEQ/L + 1,5 MEQ/L + MG 1,0 MEQ/L HD ACD BOMB PLAS X 6,2 L"
"90004060";"tuss-20";"FENTIZOL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"0,02 G/G CREM DERM CT BG AL X 30 G"
"90239067";"tuss-20";"CPHD AC 45";"-";"2014-08-31";"2012-10-10";"SALBEGO LABORATÓRIO FARMACÊUTICO LTDA";"NA 99,65 MEQ/L + CA 2,5 MEQ/L + 1,5 MEQ/L + MG 1,0 MEQ/L HD ACD BOMB PLAS X 6,2 L"
"90004051";"tuss-20";"FEMME COM FLÚOR";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"COM REV CT FR PLAS OPC X 30"
"90239059";"tuss-20";"CPHD AC 45";"-";"2014-08-31";"2012-10-10";"SALBEGO LABORATÓRIO FARMACÊUTICO LTDA";"NA 99,65 MEQ/L + CA 3,5 MEQ/L + 1,5 MEQ/L + MG 1,0 MEQ/L HD ACD BOMB PLAS X 6,2 L"
"90003985";"tuss-20";"FEMINA";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"150 MCG + 20 MCG COM REV CT BL AL PLAS TRANS X 21"
"90239040";"tuss-20";"CPHD AC 35";"-";"2014-08-31";"2012-10-10";"SALBEGO LABORATÓRIO FARMACÊUTICO LTDA";"NA 103 MEQ/L + CA 3,0 MEQ/L + K 1,5 MEQ/L + MG 1,0 MEQ/L HD ACD BOMB PLAST X 5 L"
"90003977";"tuss-20";"FAMOX";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"40 MG COM CT BL AL PLAS INC X 10"
"90239032";"tuss-20";"CPHD AC 35";"-";"2014-08-31";"2012-10-10";"SALBEGO LABORATÓRIO FARMACÊUTICO LTDA";"NA 103 MEQ/L + CA 3,5 MEQ/L + K 2,0 MEQ/L + MG 1,0 MEQ/L HD ACD BOMB PLAST X 5 L"
"90003969";"tuss-20";"FAMOX";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"20 MG COM CT BL AL PLAS INC X 10"
"90239024";"tuss-20";"CPHD AC 35";"-";"2014-08-31";"2012-10-10";"SALBEGO LABORATÓRIO FARMACÊUTICO LTDA";"NA 103 MEQ/L + CA 2,5 MEQ/L + K 1,0 MEQ/L + MG 1,0 MEQ/L HD ACD BOMB PLAST X 5 L"
"90003950";"tuss-20";"FACTIVE";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"320 MG COM REV CT BL AL PLAS INC X 7"
"90239016";"tuss-20";"CPHD AC 35 COM GLICOSE";"-";"2014-08-31";"2012-10-10";"SALBEGO LABORATÓRIO FARMACÊUTICO LTDA";"103 MEQ/L NA + 1,5 MEQ/L K + 3,0 MEQ/L CA + 1,0 MEQ/L MG + 90 MG% GLICOSE HDACD BOMB PLAS X 5 L"
"90003942";"tuss-20";"FACTIVE";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"320 MG COM REV CT BL AL PLAS INC X 5"
"90238958";"tuss-20";"CLORIDRATO DE VENLAFAXINA";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"75 MG COM CT BL AL/AL X 28"
"90003934";"tuss-20";"EXODUS";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"10 MG COM REV CT BL AL PLAS TRANS X 7"
"90238850";"tuss-20";"CLORIDRATO DE VENLAFAXINA";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"37,5 MG COM CT BL AL/AL X 28"
"90003926";"tuss-20";"EXODUS";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"10 MG COM REV CT BL AL PLAS TRANS X 60"
"90238796";"tuss-20";"SINVASTATINA";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"40 MG COM CT  BL AL PLAS INC X 30"
"90003918";"tuss-20";"EXODUS";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"10 MG COM REV CT BL AL PLAS TRANS X 30"
"90238788";"tuss-20";"CLORIDRATO DE AMIODARONA";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"200 MG COM CT BL AL PLAS INC X 30"
"90003900";"tuss-20";"EXODUS";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"10 MG COM REV CT BL AL PLAS TRANS X 15"
"90238699";"tuss-20";"CLORIDRATO DE DONEPEZILA";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"5 MG COM REV BL AL PLAS INC X 30"
"90003888";"tuss-20";"ERITREX";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"50 MG/ML SUS OR CT FR VD AMB X 105 ML + CP MED X 10 ML"
"90238680";"tuss-20";"CLORIDRATO DE DONEPEZILA";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"10 MG COM REV BL AL/AL X 30"
"90003870";"tuss-20";"ERITREX";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"500 MG COM CT 3 BL AL PLAS INC X 7"
"90238648";"tuss-20";"AMOXICILINA + CLAVULANATO DE POTÁSSIO";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"80 MG/ML + 11,5 MG/ML PÓ SUS OR CT FR PLAS OPC X 70 ML + CP MED"
"90003861";"tuss-20";"ERITREX";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"25 MG/ML SUS OR CT FR VD AMB X 105 ML + CP MED X 10 ML"
"90238630";"tuss-20";"CLORIDRATO DE FLUOXETINA";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"20 MG CAP GEL DURA CT BL AL PLAS INC X 30"
"90003853";"tuss-20";"DUO-DECADRON";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"8 MG/ML + 2 MG/ML SUS INJ CT FA VD INC X 2 ML + SER DOS"
"90238591";"tuss-20";"DICLORIDRATO DE BETAISTINA";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"24 MG COM CT BL AL/AL X 30"
"90003845";"tuss-20";"DUO-DECADRON";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"8 MG/ML + 2 MG/ML SUS INJ CT FA VD INC X 1 ML + SER DOS"
"90238567";"tuss-20";"ESOMEPRAZOL MAGNESIO";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"40 MG COM REV CT BL AL/AL X 28"
"90238508";"tuss-20";"ESOMEPRAZOL MAGNESIO";"-";"2014-08-31";"2012-10-10";"RANBAXY FARMACÊUTICA LTDA";"20 MG COM REV CT BL AL/AL X 28"
"90003802";"tuss-20";"DORILAX";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"350 MG + 150 MG + 50 MG COM CT BL AL PLAS INC X 12"
"90003799";"tuss-20";"DORILAX";"-";"2016-03-31";"2016-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"350 MG + 150 MG + 50 MG COM BL AL PLAS INC X 100 (EMB MULT)"
"90238400";"tuss-20";"KANAKION";"-";"2014-08-31";"2012-10-10";"PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.";"10 MG/ML SOL INJ CT BAND AL/PLAS 5 AMP VD AMB X 0,2 ML + 5 DOSAD PLAS"
"90003764";"tuss-20";"DIOSMIN SDU";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"900 MG + 100 MG GRAN CT 30 SACH X 5 G (SABOR LARANJA/LIMÃO)"
"90238397";"tuss-20";"LANSOPRAZOL + CLARITROMICINA + AMOXICILINA";"-";"2016-03-31";"2016-01-01";"PRATI DONADUZZI & CIA LTDA";"30 MG CAP GEL DURA + 500 MG COMP REV + 500 MG CAP GEL DURA CT 7 BL AL PLAS INC 2 + 2 + 4 + 30 MG CAP GEL DURA BL AL PLAS INC X 28"
"90003756";"tuss-20";"DIOSMIN SDU";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"900 MG + 100 MG GRAN CT 30 SACH X 5 G (SABOR ABACAXI)"
"90238362";"tuss-20";"LANSOPRAZOL + CLARITROMICINA + AMOXICILINA";"-";"2016-03-31";"2016-01-01";"PRATI DONADUZZI & CIA LTDA";"30 MG CAP GEL DURA + 500 MG COM REV + 500 MG CAP GEL DURA CT 7 BL AL PLAS INC X 2 + 2 + 4"
"90003748";"tuss-20";"DIOSMIN SDU";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"900 MG + 100 MG GRAN CT 15 SACH X 5 G (SABOR LARANJA/LIMÃO)"
"90238354";"tuss-20";"NERVAMIN";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"300 MG COM REV CT BL AL PLAS INC X 600 (EMB HOSP)"
"90003730";"tuss-20";"DIOSMIN SDU";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"900 MG + 100 MG GRAN CT 15 SACH X 5 G (SABOR ABACAXI)"
"90238346";"tuss-20";"NERVAMIN";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"300 MG COM REV CT BL AL PLAS INC X 30"
"90003721";"tuss-20";"DIOSMIN";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"450 MG + 50 MG COM REV CT BL AL PLAS TRANS X 60"
"90238249";"tuss-20";"ITRACONAZOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"100 MG CAP GEL DURA CT BL AL PLAS TRANS X 80 (EMB FRAC)"
"90003713";"tuss-20";"DIOSMIN";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"450 MG + 50 MG COM REV CT BL AL PLAS TRANS X 30"
"90238222";"tuss-20";"CLORIDRATO DE METFORMINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG COM REV CT BL AL PLAS INC X 30"
"90003705";"tuss-20";"DIOSMIN";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"450 MG + 50 MG COM REV CT BL AL PLAS TRANS X 10"
"90238214";"tuss-20";"CLORIDRATO DE METFORMINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG COM REV CT BL AL PLAS INC X 400 (EMB HOSP)"
"90003691";"tuss-20";"DIGEPLUS";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"7 MG + 40 MG + 50 MG CAP GEL DURA CT BL AL PLAS TRANS X 30"
"90238206";"tuss-20";"ESTOLATO DE ERITROMICINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG COM CT BL AL PLAS TRANS X 80 (EMB FRAC)"
"90003640";"tuss-20";"DEPROZOL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"1 G COM REV CT BL AL PLAS INC X 4"
"90238184";"tuss-20";"ALOPURINOL ";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"100 MG COM CT BL AL PLAS TRANS X 120 (EMB FRAC)"
"90003632";"tuss-20";"DEPROZOL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"1 G  COM REV CT BL AL PLAS INC X 2"
"90238176";"tuss-20";"SULFAMETOXAZOL + TRIMETOPRIMA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"400 MG + 80 MG COM CT BL AL PLAS TRANS X 120 (EMB FRAC)"
"90003616";"tuss-20";"DECONGEX PLUS";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"2 MG + 2,5 MG SOL OR CT FR PLAS OPC GOT X 20 ML"
"90238168";"tuss-20";"SULFAMETOXAZOL + TRIMETOPRIMA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"800 MG + 160 MG COM CT BL AL PLAS TRANS X 120 (EMB FRAC)"
"90003608";"tuss-20";"DECONGEX PLUS";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"12 MG + 15 MG COM REV LIB PROG DISPLAY CT BL AL PLAS INC X 100 (EMB MULT)"
"90238150";"tuss-20";"LOSARTANA POTÁSSICA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"50 MG COM REV CT BL AL PLAS INC X 200 (EMB FRAC)"
"90003594";"tuss-20";"DECONGEX PLUS";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"12 MG + 15 MG COM REV LIB PROG CT BL AL PLAS INC X 12"
"90238141";"tuss-20";"LOSARTANA POTÁSSICA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"100 MG COM REV CT BL AL PLAS INC X 100 (EMB FRAC)"
"90003586";"tuss-20";"DECONGEX PLUS";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"0,4 MG + 1 MG / ML XPE CT FR VD AMB X 120 ML + CP MED X 10 ML"
"90238133";"tuss-20";"IBUPROFENO";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"600 MG COM REV CT BL AL PLAS TRANS X 280 (EMB FRAC)"
"90003578";"tuss-20";"DECADRON";"-";"2016-03-31";"2016-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"0,5 MG/ML + 3,5 MG/ML + 5 MG/ML SOL NAS CT FR PLAS OPC SPR X 20 ML"
"90238125";"tuss-20";"FLUCONAZOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"150 MG CAP GEL DURA CT BL AL PLAS TRANS X 90 (EMB FRAC)"
"90003560";"tuss-20";"DECADRON";"-";"2016-03-31";"2016-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"4,0 MG COM CT BL AL PLAS INC X 10"
"90238117";"tuss-20";"AMOXICILINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG CAP GEL DURA CT BL AL PLAS INC X 280 (EMB FRAC)"
"90003551";"tuss-20";"DECADRON";"-";"2016-03-31";"2016-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"4MG/ML SOL INJ CT 1 FA X 2,5 ML"
"90238095";"tuss-20";"AZITROMICINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG COM REV CT BL AL PLAS INC X 150 (EMB FRAC)"
"90003543";"tuss-20";"DECADRON";"-";"2016-03-31";"2016-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"2MG/ML SOL INJ CT 2 AMP X 1 ML"
"90238060";"tuss-20";"SECNIDAZOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC)"
"90003535";"tuss-20";"DECADRON";"-";"2016-03-31";"2016-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"0,75 MG COM CT BL AL PLAS INC X 20"
"90238052";"tuss-20";"SECNIDAZOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"1000 MG COM REV CT BL AL PLAS INC X 70 (EMB FRAC)"
"90003527";"tuss-20";"DECADRON";"-";"2016-03-31";"2016-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"0,5 MG COM CT BL AL PLAS INC X 20"
"90238044";"tuss-20";"CLORIDRATO DE TETRACICLINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"500 MG CAP GEL DURA CT BL AL PLAS INC X 140 (EMB FRAC)"
"90003519";"tuss-20";"DECADRON";"-";"2016-03-31";"2016-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"0,1 MG/ML ELX CT FR VD AMB X 120 ML + COP"
"90238036";"tuss-20";"CLORIDRATO DE PROPRANOLOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS LEIT X 270 (EMB FRAC)"
"90003500";"tuss-20";"DECADRON COLÍRIO";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"1,33 MG/ML + 6,25 MG/ML SOL OCUL CT FR PLAS OPC GOT X 5 ML"
"90238028";"tuss-20";"CLORIDRATO DE PROPRANOLOL";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS LEIT X 20"
"90003497";"tuss-20";"DECADRONAL";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"8MG/ML SUS INJ CT FA INC X 2 ML"
"90238010";"tuss-20";"PIROXICAM";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"20 MG CAP GEL DURA CT BL AL PLAS INC X 80 (EMB FRAC)"
"90003489";"tuss-20";"COMBIRON";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"SUS OR CT FR PLAS PET AMB X 30 ML + CGT"
"90238001";"tuss-20";"ACEBROFILINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"5 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 CP MED (EMB HOSP)"
"90003470";"tuss-20";"COMBIRON";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"SUS OR CT FR PLAS PET AMB X 120 ML + CP MED X 10 ML"
"90237986";"tuss-20";"ACEBROFILINA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"10 MG/ML XPE CX 50 FR PLAS OPC X 120 ML + 50 CP MED (EMB HOSP)"
"90003446";"tuss-20";"COMBIRON FÓLICO";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"COM REV CT BL AL PLAS TRANS X 45"
"90237960";"tuss-20";"NISTATINA + ÓXIDO DE ZINCO";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"100.000 UI/G + 200 MG/G POM DERM CX 50 BG AL X 60 G (EMB HOSP)"
"90003438";"tuss-20";"COMBIRON FÓLICO";"-";"2018-03-31";"2018-01-01";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"COM REV CT BL AL PLAS TRANS X 15"
"90237943";"tuss-20";"SIMETICONA";"-";"2014-08-31";"2012-10-10";"PRATI DONADUZZI & CIA LTDA";"40 MG COM CT BL AL PLAS TRANS X 80 (EMB FRAC)"
"90003411";"tuss-20";"COLPISTATIN";"-";"2014-08-31";"2012-10-10";"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.";"62,5 MG/G + 25.000 UI/G + 1,25 MG/G CREM VAG CT BG AL X 40 G + 10 APLIC"
"90009266";"tuss-20";"FLANCOX";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"300 MG COM REV CT BL AL PLAS INC X 30"
"90244745";"tuss-20";"GLIANSOR";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"2 MG COM CT BL AL PLAS INC X 30"
"90009258";"tuss-20";"FLANCOX";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"300 MG COM REV CT BL AL PLAS INC X 14"
"90244737";"tuss-20";"GABAPENTINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"400 MG CAP GEL DURA CT BL AL PLAS OPC X 30"
"90009215";"tuss-20";"ETOXIN";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"50 MG/ML XPE CT FR VD AMB X 120 ML"
"90244729";"tuss-20";"GABAPENTINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"300 MG CAP GEL DURA CT BL AL PLAS OPC X 30"
"90009193";"tuss-20";"DONAREN RETARD";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"150 MG COM LIB CONT CT BL AL PLAS OPC X 30"
"90244710";"tuss-20";"FLAMADOR";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"25 MG/G GEL CT BG AL X 30 G"
"90009185";"tuss-20";"DONAREN RETARD";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"150 MG COM LIB CONT CT BL AL PLAS OPC X 20"
"90244699";"tuss-20";"DICLOFENACO COLESTIRAMINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"140 MG CAP GEL DURA CT BL AL PLAS OPC X 20"
"90009177";"tuss-20";"DONAREN RETARD";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"150 MG COM LIB CONT CT BL AL PLAS OPC X 10"
"90244680";"tuss-20";"DICLOFENACO COLESTIRAMINA";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"140 MG CAP GEL DURA CT BL AL PLAS OPC X 14"
"90009169";"tuss-20";"DONAREN";"-";"2018-03-31";"2018-01-01";"APSEN FARMACEUTICA S/A";"50 MG COM REV CT BL AL PLAS TRANS X 60"
"90244672";"tuss-20";"DERMOBENE";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"10 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML"
"90009150";"tuss-20";"DONAREN";"-";"2018-03-31";"2018-01-01";"APSEN FARMACEUTICA S/A";"100 MG COM REV CT BL AL PLAS TRANS X 30"
"90244664";"tuss-20";"DERMOBENE";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"10 MG/G CREM CT BG AL X 20 G"
"90009126";"tuss-20";"DOBEVEN";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"500 MG CAP GEL DURA CT BL AL PLAS INC X 5"
"90244648";"tuss-20";"DEFLAZACORTE";"-";"2014-08-31";"2012-10-10";"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"6 MG COM CT BL AL PLAS OPC X 20"
"90009118";"tuss-20";"DOBEVEN";"-";"2014-08-31";"2012-10-10";"APSEN FARMACEUTICA S/A";"500 MG CAP GEL DURA CT BL AL PLAS INC X 30"
